mat
sat
cat
rat
bat
fat
pat
hat
vat
mad
sad
dad
rad
rap
tap
cap
sap
lap
set
red
ted
pep
rep
pad
pal
amp
med
met
cam
map
mat
mac
elm
sam
mad
pam
dam
ram
bad
bed
bet
cab
lab
bat
tab
imp
dip
mid
sis
sip
sit
sic
sim
its
lid
lit
lip
dim
did
bid
bib
bit
pic
pit
tip
til
tim
tic
rip
rim
rid
rib
sob
sop
bop
bob
rom
rob
rod
rot
pod
cop
cot
cob
cod
com
opt
tot
sod
lob
lop
lot
dom
doc
dot
pot
top
tom
tod
pop
bom
mop
mom
pulp
rust
bump
scud
scum
cut
cup
lump
mud
mum
sub
sum
sup
drum
dust
pup
pus
crud
rum
rub
rut
cuts
pump
tut
tub
bus
but
bum
bud
duct
dub
dud
spud
cult
stub
stud
bulb
plus
bust
cusp
club
cups
ruts
must
dump
span
land
nuts
nom
non
nod
not
tent
men
cant
sand
sun
bond
ants
clan
plan
lint
send
sent
bent
bend
con
pun
run
ben
net
den
pent
pen
ren
bun
end
nun
nub
ant
ten
snub
bin
scan
mend
nets
band
can
punt
don
man
stun
nut
rant
snob
rent
tend
nest
pond
san
nil
nib
nip
nit
upon
naps
nab
nan
nap
nat
ban
din
pan
snap
tan
dan
pin
bunt
ran
tin
spun
dent
ken
task
kept
ask
trek
mask
kip
kit
kin
kim
kid
bulk
elk
kelp
disk
desk
asks
ilk
milk
kits
kent
ham
had
hat
hand
hits
hats
hub
hum
hun
hut
hem
hen
help
held
helm
husk
hunt
hob
hot
hop
hops
hint
hip
hit
hid
him
hag
stag
rug
bog
get
mug
drug
gasp
beg
smug
tug
peg
reg
bug
god
gob
got
gaps
hug
clog
dug
brag
slag
gram
grab
mag
grip
grit
grid
grim
grin
gas
gap
gag
plug
smog
gig
gib
keg
glad
sig
gets
hog
meg
sag
slog
lag
glut
nag
drag
bag
dig
snag
big
pig
rag
glob
rig
tag
slug
fit
fig
fin
deft
self
rift
flip
flat
flap
flag
flab
flak
frog
lift
fund
fog
felt
fun
aft
flop
flog
gift
fast
fed
golf
fits
fact
fest
fend
film
raft
fist
elf
sift
soft
daft
fred
fret
fat
fan
fab
fad
fond
font
west
wits
web
wed
swim
twin
wag
wonk
wok
wet
swig
win
wit
weld
welt
went
jig
jim
jap
jab
jump
jot
job
jog
jets
just
jam
jest
jug
jut
jet
jen
vets
vent
vet
vast
vest
van
val
vat
vic
vin
vis
unzip
zed
zen
zest
wiz
zip
zig
zips
zap
biz
sell
bell
frill
still
grill
null
jill
mull
hill
gill
skill
dell
drill
coll
fell
till
tell
jell
doll
bill
cull
well
dwell
dull
pill
fill
sill
spell
ell
smell
spill
ill
swell
skull
mill
hull
will
bliss
russ
pass
fuss
bass
cass
grass
press
floss
kiss
jess
mess
boss
mass
fess
swiss
ness
ross
brass
class
glass
foss
dress
miss
crass
beth
bath
thug
width
filth
ethic
depth
hath
path
rath
goth
theft
math
smith
thump
thin
kath
seth
swish
fish
rush
lash
flush
josh
shunt
shad
cash
shuts
ship
lush
flash
stash
ash
shan
sham
slash
shin
shim
mesh
shots
hash
ships
mash
gosh
fresh
smash
blush
shred
rash
wish
hush
shift
bash
shop
shot
shod
shrug
brash
dish
crush
shell
shelf
clash
slush
shut
shun
shed
dash
plush
mush
shops
trash
crash
brush
rich
much
chad
chap
chat
champs
chip
chit
chin
chops
lunch
clinch
blanch
zilch
chests
chimps
chump
enrich
chill
chan
chest
chess
flinch
chop
french
brunch
hunch
munch
chaps
bunch
bench
trench
champ
punch
pinch
crunch
chant
ranch
chips
inch
such
branch
grinch
chats
shocks
unpack
rick
locks
clock
sock
jacks
snacks
lock
clocks
crack
tick
muck
cluck
slacks
tracks
pack
jock
lick
tacks
chock
sack
socks
tricks
beck
heck
stuck
sacks
flicks
flick
kick
backs
nick
tack
specks
ack
pick
blocks
dock
flock
ticks
peck
struck
hacks
lacks
packs
click
kicks
luck
speck
brock
sticks
cracks
flack
black
checks
duck
slack
chuck
ruckus
snuck
nicks
back
bock
snack
blacks
pickup
rack
backup
stock
crock
rocks
prick
trick
reck
mack
shack
wack
bucks
smack
smacks
neck
rock
unlock
necks
jocks
jack
zack
puck
thick
bricks
mock
clicks
truck
decks
mick
licks
ducks
stack
picks
trucks
buck
pluck
block
hock
brick
deck
track
tuck
shock
check
stacks
hack
slick
stocks
lack
stick
sick
she
pre
pints
virus
blind
kind
child
unkind
grind
pint
minus
mind
bind
remind
rewind
mild
tripod
find
wild
fro
roll
troll
nomad
bozo
robot
bro
stroll
pogo
volt
coco
micro
posts
donuts
solo
sold
uphold
fold
promo
hosts
gizmo
unsold
robots
mold
cold
utmost
donut
eco
holdup
gross
dodo
pro
polo
poll
untold
host
gold
logo
post
gecko
disco
presto
most
silo
focus
hold
old
toll
told
unfold
ego
both
bonus
bold
bolt
flo
jello
bolts
scroll
mostly
dusty
tricky
chilly
tony
jolly
empty
costly
thinly
tiny
ugly
holly
manly
crusty
nobody
vastly
mildly
rally
tally
glassy
silky
fussy
hotly
very
wacky
madly
trendy
sandy
envy
candy
mucky
sticky
richly
hefty
rugby
rocky
brandy
dolly
golly
twenty
fondly
tidy
testy
shifty
jumpy
cozy
rusty
entry
skimpy
bumpy
folly
punchy
pesky
bulky
classy
lindy
lily
nasty
fifty
only
untidy
trusty
shiny
smelly
fishy
handy
bucky
frenzy
frisky
shelly
simply
badly
copy
pony
topsy
risky
crispy
billy
holy
pity
tacky
grumpy
picky
mushy
gladly
lucky
dimly
grassy
lumpy
flatly
messy
sassy
silly
study
body
sadly
flashy
wildly
jelly
lastly
spotty
chatty
potty
petty
ditto
nutty
gritty
witty
tripe
thrive
spine
bribe
slide
rife
stripe
like
hide
spike
spite
tribe
wife
swipe
pipe
pike
prize
wine
life
line
ripe
live
size
nine
dime
strife
vibe
upside
pine
jive
crime
glide
chime
strike
gripe
mime
bite
drive
wipe
site
strive
bike
tide
lite
shine
stride
pride
mine
dine
mike
unlike
time
prime
side
rite
five
hike
bride
jibe
snide
hive
ride
fine
vine
lime
kite
wide
shrine
dive
mite
hone
grope
rode
tone
cone
close
rote
home
probe
joke
coke
choke
strove
spoke
grove
vote
robe
nope
mote
code
hope
smoke
rome
zone
broke
mode
froze
stroke
woke
scope
drove
rope
poke
drone
dose
bone
lode
dome
lobe
motel
node
cope
hotel
stove
note
tote
stone
strobe
cove
globe
trove
stoke
bode
pope
clone
slope
dope
throne
dupe
duke
crude
tube
brute
luke
dude
jude
tune
rude
flute
prune
fluke
june
breed
greedy
reefs
peek
peep
meek
meet
sheets
breech
weed
weep
freed
sweet
sweep
unseen
reeks
keeps
teeny
weekly
week
see
steel
steep
greet
greek
greed
sheep
sheet
speed
sweeps
keep
keen
bee
beefs
freely
geek
beef
beep
deeply
fee
speedy
tree
creek
creed
creep
screed
screen
breezy
cheeky
cheeks
weeks
street
seed
seen
seem
seek
teeth
greeks
speech
deep
deem
deed
peeps
geeks
jeez
feed
